process_id,section_id,so_hieu,sequence,content
695fce3397fdc5f42bd4aac9,694fb816aedc69db48c70c15,31/2024/QH15,2,"Tiêu chí lựa chọn các công trình, dự án ưu tiên trong kế hoạch sử dụng đất hằng năm cấp huyện bao gồm bảo đảm an ninh."
695fce3397fdc5f42bd4aaca,694fb816aedc69db48c70c16,31/2024/QH15,1,"Tiêu chí lựa chọn các công trình, dự án ưu tiên trong kế hoạch sử dụng đất hằng năm cấp huyện bao gồm hiệu quả kinh tế."
695fce3397fdc5f42bd4aacb,694fb816aedc69db48c70c16,31/2024/QH15,2,"Tiêu chí lựa chọn các công trình, dự án ưu tiên trong kế hoạch sử dụng đất hằng năm cấp huyện bao gồm hiệu quả xã hội."
695fce3397fdc5f42bd4aacc,694fb816aedc69db48c70c16,31/2024/QH15,3,"Tiêu chí lựa chọn các công trình, dự án ưu tiên trong kế hoạch sử dụng đất hằng năm cấp huyện bao gồm hiệu quả môi trường."
695fce3397fdc5f42bd4ab34,694fb816aedc69db48c70c47,31/2024/QH15,1,Nội dung thẩm định quy hoạch sử dụng đất cấp tỉnh bao gồm hiệu quả kinh tế.
695fce3397fdc5f42bd4ab35,694fb816aedc69db48c70c47,31/2024/QH15,2,Nội dung thẩm định quy hoạch sử dụng đất cấp tỉnh bao gồm hiệu quả xã hội.
695fce3397fdc5f42bd4ab36,694fb816aedc69db48c70c47,31/2024/QH15,3,Nội dung thẩm định quy hoạch sử dụng đất cấp tỉnh bao gồm hiệu quả môi trường.
695fce3397fdc5f42bd4ab37,694fb816aedc69db48c70c47,31/2024/QH15,4,Nội dung thẩm định quy hoạch sử dụng đất cấp huyện bao gồm hiệu quả kinh tế.
695fce3397fdc5f42bd4ab38,694fb816aedc69db48c70c47,31/2024/QH15,5,Nội dung thẩm định quy hoạch sử dụng đất cấp huyện bao gồm hiệu quả xã hội.
695fce3397fdc5f42bd4ab39,694fb816aedc69db48c70c47,31/2024/QH15,6,Nội dung thẩm định quy hoạch sử dụng đất cấp huyện bao gồm hiệu quả môi trường.
695fce3397fdc5f42bd4ac55,694fb816aedc69db48c70d36,31/2024/QH15,1,Việc cưỡng chế thực hiện quyết định thu hồi đất phải bảo đảm tiến hành công khai.
695fce3397fdc5f42bd4ac56,694fb816aedc69db48c70d36,31/2024/QH15,2,Việc cưỡng chế thực hiện quyết định thu hồi đất phải bảo đảm tiến hành minh bạch.
695fce3397fdc5f42bd4ac57,694fb816aedc69db48c70d36,31/2024/QH15,3,Việc cưỡng chế thực hiện quyết định thu hồi đất phải bảo đảm tiến hành dân chủ.
695fce3397fdc5f42bd4ac58,694fb816aedc69db48c70d36,31/2024/QH15,4,Việc cưỡng chế thực hiện quyết định thu hồi đất phải bảo đảm tiến hành khách quan.
695fce3397fdc5f42bd4ac59,694fb816aedc69db48c70d36,31/2024/QH15,5,Việc cưỡng chế thực hiện quyết định thu hồi đất phải bảo đảm trật tự.
695fce3397fdc5f42bd4ac5a,694fb816aedc69db48c70d36,31/2024/QH15,6,Việc cưỡng chế thực hiện quyết định thu hồi đất phải bảo đảm an toàn.
695fce3397fdc5f42bd4ac5b,694fb816aedc69db48c70d36,31/2024/QH15,7,Việc cưỡng chế thực hiện quyết định thu hồi đất phải bảo đảm đúng quy định của pháp luật.
695fce3397fdc5f42bd4ad28,694fb816aedc69db48c70dd0,31/2024/QH15,1,Hỗ trợ khi nhà nước thu hồi đất bao gồm hỗ trợ ổn định đời sống.
695fce3397fdc5f42bd4ad29,694fb816aedc69db48c70dd1,31/2024/QH15,1,Hỗ trợ khi nhà nước thu hồi đất bao gồm hỗ trợ ổn định sản xuất.
695fce3397fdc5f42bd4ad2a,694fb816aedc69db48c70dd1,31/2024/QH15,2,Hỗ trợ khi nhà nước thu hồi đất bao gồm hỗ trợ ổn định kinh doanh.
695fce3397fdc5f42bd4ad2b,694fb816aedc69db48c70dd2,31/2024/QH15,1,Hỗ trợ khi Nhà nước thu hồi đất bao gồm hỗ trợ di dời vật nuôi.
695fce3397fdc5f42bd4ad2c,694fb816aedc69db48c70dd3,31/2024/QH15,1,Hỗ trợ khi nhà nước thu hồi đất bao gồm hỗ trợ đào tạo.
695fce3397fdc5f42bd4ad2d,694fb816aedc69db48c70dd3,31/2024/QH15,2,Hỗ trợ khi nhà nước thu hồi đất bao gồm hỗ trợ chuyển đổi nghề.
695fce3397fdc5f42bd4ad2e,694fb816aedc69db48c70dd3,31/2024/QH15,3,Hỗ trợ khi nhà nước thu hồi đất bao gồm hỗ trợ tìm kiếm việc làm.
695fce3497fdc5f42bd4ae87,694fb816aedc69db48c70ec5,31/2024/QH15,1,Hồ sơ địa chính được lập dưới dạng số.
695fce3497fdc5f42bd4ae88,694fb816aedc69db48c70ec5,31/2024/QH15,2,Hồ sơ địa chính bao gồm bản đồ địa chính.
695fce3497fdc5f42bd4ae89,694fb816aedc69db48c70ec6,31/2024/QH15,1,Hồ sơ địa chính được lập dưới dạng số.
695fce3497fdc5f42bd4ae8a,694fb816aedc69db48c70ec6,31/2024/QH15,2,Hồ sơ địa chính bao gồm sổ mục kê đất đai.
695fce3497fdc5f42bd4ae8b,694fb816aedc69db48c70ec7,31/2024/QH15,1,Hồ sơ địa chính được lập dưới dạng số.
695fce3497fdc5f42bd4ae8c,694fb816aedc69db48c70ec7,31/2024/QH15,2,Hồ sơ địa chính bao gồm sổ địa chính.
695fce3497fdc5f42bd4aeaa,694fb816aedc69db48c70ee1,31/2024/QH15,1,"Đăng ký lần đầu đối với đất đai, tài sản gắn liền với đất được thực hiện trong trường hợp thửa đất đang sử dụng mà chưa đăng ký."
695fce3497fdc5f42bd4af41,694fb816aedc69db48c70f11,31/2024/QH15,1,"Hộ gia đình, cá nhân đang sử dụng đất ổn định mà có một trong các loại giấy tờ được lập trước ngày 15 tháng 10 năm 1993 thì được cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất. Hộ gia đình, cá nhân không phải nộp tiền sử dụng đất nếu có một trong các loại giấy tờ về quyền sử dụng đất do cơ quan có thẩm quyền thuộc chế độ cũ cấp cho người sử dụng đất. Các loại giấy tờ đó gồm bằng khoán điền thổ. Các loại giấy tờ đó gồm văn tự đoạn mãi bất động sản có chứng nhận của cơ quan thuộc chế độ cũ. Các loại giấy tờ đó gồm văn tự mua bán nhà ở có chứng nhận của cơ quan thuộc chế độ cũ. Các loại giấy tờ đó gồm văn tự tặng cho nhà ở có chứng nhận của cơ quan thuộc chế độ cũ. Các loại giấy tờ đó gồm văn tự đổi nhà ở có chứng nhận của cơ quan thuộc chế độ cũ. Các loại giấy tờ đó gồm văn tự thừa kế nhà ở mà gắn liền với đất ở có chứng nhận của cơ quan thuộc chế độ cũ. Các loại giấy tờ đó gồm bản di chúc được cơ quan thuộc chế độ cũ chứng nhận. Các loại giấy tờ đó gồm giấy thỏa thuận tương phân di sản về nhà ở được cơ quan thuộc chế độ cũ chứng nhận. Các loại giấy tờ đó gồm giấy phép cho xây cất nhà ở do cơ quan thuộc chế độ cũ cấp. Các loại giấy tờ đó gồm giấy phép hợp thức hóa kiến trúc do cơ quan thuộc chế độ cũ cấp. Các loại giấy tờ đó gồm bản án của tòa án thuộc chế độ cũ đã có hiệu lực thi hành."
695fce3597fdc5f42bd4b0f5,694fb816aedc69db48c71001,31/2024/QH15,1,Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất để thực hiện chính sách nhà ở. Việc giảm tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất để thực hiện chính sách nhà ở. Việc miễn tiền thuê đất được thực hiện trong trường hợp sử dụng đất để thực hiện chính sách nhà ở. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở đối với người có công với cách mạng. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở đối với thương binh hoặc bệnh binh không có khả năng lao động. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở đối với hộ gia đình liệt sĩ không còn lao động chính. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở đối với người nghèo. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất để thực hiện dự án đầu tư xây dựng nhà ở xã hội. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất để thực hiện dự án đầu tư xây dựng nhà lưu trú công nhân trong khu công nghiệp. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất để thực hiện dự án đầu tư xây dựng nhà ở cho lực lượng vũ trang nhân dân. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất để cải tạo nhà chung cư theo quy định của pháp luật về nhà ở. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất để xây dựng lại nhà chung cư theo quy định của pháp luật về nhà ở. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở cho người phải di dời khi nhà nước thu hồi đất do có nguy cơ đe dọa tính mạng con người. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở cho các đối tượng quy định tại điểm a khoản 3 điều 124 của luật này đang công tác tại xã biên giới. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở cho các đối tượng quy định tại điểm b khoản 3 điều 124 của luật này đang công tác tại xã biên giới. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở cho các đối tượng quy định tại điểm a khoản 3 điều 124 của luật này đang công tác tại hải đảo. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở cho các đối tượng quy định tại điểm b khoản 3 điều 124 của luật này đang công tác tại hải đảo. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở cho các đối tượng quy định tại điểm a khoản 3 điều 124 của luật này đang công tác tại huyện đảo không có đơn vị hành chính cấp xã. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở cho các đối tượng quy định tại điểm b khoản 3 điều 124 của luật này đang công tác tại huyện đảo không có đơn vị hành chính cấp xã. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở thuộc vùng có điều kiện kinh tế - xã hội khó khăn. Việc miễn tiền sử dụng đất được thực hiện trong trường hợp sử dụng đất ở thuộc vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn.
695fce3597fdc5f42bd4b117,694fb816aedc69db48c71013,31/2024/QH15,1,Việc định giá đất phải bảo đảm trung thực.
695fce3597fdc5f42bd4b118,694fb816aedc69db48c71013,31/2024/QH15,2,Việc định giá đất phải bảo đảm khách quan.
695fce3597fdc5f42bd4b119,694fb816aedc69db48c71013,31/2024/QH15,3,Việc định giá đất phải bảo đảm công khai.
695fce3597fdc5f42bd4b11a,694fb816aedc69db48c71013,31/2024/QH15,4,Việc định giá đất phải bảo đảm minh bạch.
695fce3597fdc5f42bd4b121,694fb816aedc69db48c71017,31/2024/QH15,1,Căn cứ định giá đất bao gồm mục đích sử dụng đất.
695fce3597fdc5f42bd4b122,694fb816aedc69db48c71017,31/2024/QH15,2,Mục đích sử dụng đất được đưa ra định giá.
695fce3597fdc5f42bd4b1b5,694fb816aedc69db48c7106e,31/2024/QH15,1,Hệ thống thông tin quốc gia về đất đai bao gồm hạ tầng kỹ thuật công nghệ thông tin.
695fce3597fdc5f42bd4b1b9,694fb816aedc69db48c71078,31/2024/QH15,1,Cơ sở dữ liệu quốc gia về đất đai bao gồm cơ sở dữ liệu địa chính.
695fce3697fdc5f42bd4b2cb,694fb816aedc69db48c71148,31/2024/QH15,1,Việc sử dụng đất có mặt nước ven biển phải bảo vệ hệ sinh thái.
695fce3697fdc5f42bd4b2cc,694fb816aedc69db48c71148,31/2024/QH15,2,Việc sử dụng đất có mặt nước ven biển phải bảo vệ môi trường.
695fce3697fdc5f42bd4b2cd,694fb816aedc69db48c71148,31/2024/QH15,3,Việc sử dụng đất có mặt nước ven biển phải bảo vệ cảnh quan.
695fce3697fdc5f42bd4b2f5,694fb816aedc69db48c71158,31/2024/QH15,1,"Hoạt động lấn biển mà có phần diện tích thuộc khu bảo tồn biển thì chỉ được thực hiện khi được quốc hội, thủ tướng chính phủ chấp thuận, quyết định chủ trương đầu tư."
695fce3697fdc5f42bd4b2f6,694fb816aedc69db48c71158,31/2024/QH15,2,"Hoạt động lấn biển mà có phần diện tích thuộc khu bảo vệ nguồn lợi thủy sản thì chỉ được thực hiện khi được quốc hội, thủ tướng chính phủ chấp thuận, quyết định chủ trương đầu tư."
695fce3697fdc5f42bd4b2f7,694fb816aedc69db48c71158,31/2024/QH15,3,"Hoạt động lấn biển mà có phần diện tích thuộc cảng cá thì chỉ được thực hiện khi được quốc hội, thủ tướng chính phủ chấp thuận, quyết định chủ trương đầu tư."
695fce3697fdc5f42bd4b2f8,694fb816aedc69db48c71158,31/2024/QH15,4,"Hoạt động lấn biển mà có phần diện tích thuộc khu neo đậu tránh trú bão cho tàu cá theo quy định của pháp luật về thủy sản thì chỉ được thực hiện khi được quốc hội, thủ tướng chính phủ chấp thuận, quyết định chủ trương đầu tư."
695fce3697fdc5f42bd4b2fa,694fb816aedc69db48c7115a,31/2024/QH15,1,Hoạt động lấn biển mà có phần diện tích thuộc cửa sông thì chỉ được thực hiện khi được quốc hội chấp thuận quyết định chủ trương đầu tư.
695fce3697fdc5f42bd4b2fb,694fb816aedc69db48c7115a,31/2024/QH15,2,Hoạt động lấn biển mà có phần diện tích thuộc cửa sông thì chỉ được thực hiện khi thủ tướng chính phủ chấp thuận quyết định chủ trương đầu tư.
695fce3697fdc5f42bd4b2fc,694fb816aedc69db48c7115a,31/2024/QH15,3,Hoạt động lấn biển mà có phần diện tích thuộc các khu vực đã được quy hoạch sử dụng vào mục đích quốc phòng thì chỉ được thực hiện khi được quốc hội chấp thuận quyết định chủ trương đầu tư.
695fce3697fdc5f42bd4b2fd,694fb816aedc69db48c7115a,31/2024/QH15,4,Hoạt động lấn biển mà có phần diện tích thuộc các khu vực đã được quy hoạch sử dụng vào mục đích quốc phòng thì chỉ được thực hiện khi thủ tướng chính phủ chấp thuận quyết định chủ trương đầu tư.
695fce3697fdc5f42bd4b2fe,694fb816aedc69db48c7115a,31/2024/QH15,5,Hoạt động lấn biển mà có phần diện tích thuộc các khu vực đã được quy hoạch sử dụng vào mục đích an ninh thì chỉ được thực hiện khi được quốc hội chấp thuận quyết định chủ trương đầu tư.
695fce3697fdc5f42bd4b2ff,694fb816aedc69db48c7115a,31/2024/QH15,6,Hoạt động lấn biển mà có phần diện tích thuộc các khu vực đã được quy hoạch sử dụng vào mục đích an ninh thì chỉ được thực hiện khi thủ tướng chính phủ chấp thuận quyết định chủ trương đầu tư.
695fce3697fdc5f42bd4b322,694fb816aedc69db48c71170,31/2024/QH15,1,Việc tập trung đất nông nghiệp phải bảo đảm công khai.
695fce3697fdc5f42bd4b323,694fb816aedc69db48c71170,31/2024/QH15,2,Việc tập trung đất nông nghiệp phải bảo đảm minh bạch.
695fce3697fdc5f42bd4b324,694fb816aedc69db48c71170,31/2024/QH15,3,Việc tập trung đất nông nghiệp phải bảo đảm tự nguyện.
695fce3697fdc5f42bd4b325,694fb816aedc69db48c71170,31/2024/QH15,4,Việc tập trung đất nông nghiệp phải bảo đảm dân chủ.
695fce3697fdc5f42bd4b326,694fb816aedc69db48c71170,31/2024/QH15,5,Việc tập trung đất nông nghiệp phải bảo đảm công bằng.
695fce3697fdc5f42bd4b3e9,694fb816aedc69db48c7123a,31/2024/QH15,1,Việc sử dụng đất xây dựng công trình ngầm phải bảo đảm phù hợp với quy hoạch xây dựng.
695fce3697fdc5f42bd4b3ea,694fb816aedc69db48c7123a,31/2024/QH15,2,Việc sử dụng đất xây dựng công trình ngầm phải bảo đảm phù hợp với quy hoạch đô thị.
695fce3797fdc5f42bd4b43b,694fb816aedc69db48c71255,31/2024/QH15,1,Các loại đất sau đây được sử dụng kết hợp đa mục đích.
695fce3797fdc5f42bd4b43c,694fb816aedc69db48c71255,31/2024/QH15,2,Đất sử dụng vào mục đích công cộng được kết hợp với mục đích thương mại.
695fce3797fdc5f42bd4b43d,694fb816aedc69db48c71255,31/2024/QH15,3,Đất sử dụng vào mục đích công cộng được kết hợp với mục đích dịch vụ.
695fce3797fdc5f42bd4b447,694fb816aedc69db48c71259,31/2024/QH15,1,Các loại đất sau đây được sử dụng kết hợp đa mục đích.
695fce3797fdc5f42bd4b448,694fb816aedc69db48c71259,31/2024/QH15,2,Đất tôn giáo được sử dụng kết hợp với mục đích thương mại.
695fce3797fdc5f42bd4b449,694fb816aedc69db48c71259,31/2024/QH15,3,Đất tín ngưỡng được sử dụng kết hợp với mục đích thương mại.
695fce3797fdc5f42bd4b44a,694fb816aedc69db48c71259,31/2024/QH15,4,Đất tôn giáo được sử dụng kết hợp với mục đích dịch vụ.
695fce3797fdc5f42bd4b44b,694fb816aedc69db48c71259,31/2024/QH15,5,Đất tín ngưỡng được sử dụng kết hợp với mục đích dịch vụ.
695fce3797fdc5f42bd4b45e,694fb816aedc69db48c7125e,31/2024/QH15,1,Việc sử dụng đất kết hợp đa mục đích phải không ảnh hưởng đến quốc phòng.
695fce3797fdc5f42bd4b45f,694fb816aedc69db48c7125e,31/2024/QH15,2,Việc sử dụng đất kết hợp đa mục đích phải không ảnh hưởng đến an ninh.
695fce3797fdc5f42bd4b4cc,694fb816aedc69db48c71287,31/2024/QH15,1,"Trường hợp tách thửa đất thì ngoài các nguyên tắc, điều kiện quy định tại khoản 1 điều này thì phải bảo đảm các điều kiện sau đây."
695fce3797fdc5f42bd4b4cd,694fb816aedc69db48c71287,31/2024/QH15,2,"Trường hợp phân chia quyền sử dụng đất theo bản án, quyết định của tòa án mà việc phân chia không bảo đảm các điều kiện, diện tích, kích thước tách thửa theo quy định thì không thực hiện tách thửa."
695fce3797fdc5f42bd4b4ce,694fb816aedc69db48c71289,31/2024/QH15,1,"Trường hợp hợp thửa đất thì ngoài các nguyên tắc, điều kiện quy định tại khoản 1 điều này còn phải bảo đảm các điều kiện sau đây. Việc hợp các thửa đất phải bảo đảm có cùng mục đích sử dụng đất. Việc hợp các thửa đất phải bảo đảm có cùng thời hạn sử dụng đất. Việc hợp các thửa đất phải bảo đảm có cùng hình thức trả tiền thuê đất. Trừ trường hợp hợp toàn bộ hoặc một phần thửa đất có đất ở và đất khác trong cùng thửa đất với nhau. Trừ trường hợp hợp thửa đất có đất ở và đất khác trong cùng thửa đất với thửa đất ở."
695fce3897fdc5f42bd4b5c0,694fb816aedc69db48c71339,31/2024/QH15,1,"Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ bị xử lý tùy theo tính chất và mức độ vi phạm. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ bị xử lý kỷ luật hoặc bị truy cứu trách nhiệm hình sự theo quy định của pháp luật. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ vi phạm các hành vi lợi dụng hoặc lạm dụng chức vụ và quyền hạn làm trái với quy định của pháp luật trong công tác quy hoạch và kế hoạch sử dụng đất. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ vi phạm trong giao đất, cho thuê đất, chuyển mục đích sử dụng đất, thu hồi đất. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ vi phạm trong trưng dụng đất, bồi thường, hỗ trợ và tái định cư. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ vi phạm trong xác định nghĩa vụ tài chính về đất đai. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ vi phạm trong quản lý hồ sơ địa chính, đăng ký và cấp giấy chứng nhận quyền sử dụng đất. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ vi phạm trong cấp giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ vi phạm trong cấp giấy chứng nhận quyền sở hữu nhà ở. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ vi phạm trong cấp giấy chứng nhận quyền sở hữu công trình xây dựng. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ vi phạm trong cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản gắn liền với đất. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ vi phạm trong cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất. Người có hành vi vi phạm pháp luật trong quản lý đất đai khi thi hành công vụ vi phạm trong ra quyết định hành chính trong quản lý đất đai."
695fce3897fdc5f42bd4b6a6,694fb816aedc69db48c71484,91/2015/QH13,1,Người được giám hộ là người mất năng lực hành vi dân sự.
695fce3897fdc5f42bd4b6c8,694fb816aedc69db48c714d0,91/2015/QH13,1,Việc giám hộ chấm dứt trong trường hợp người được giám hộ chết.
695fce3997fdc5f42bd4b729,694fb816aedc69db48c71592,91/2015/QH13,1,Bất động sản bao gồm đất đai.
695fce3997fdc5f42bd4b730,694fb816aedc69db48c7159a,91/2015/QH13,1,Tài sản hình thành trong tương lai bao gồm tài sản chưa hình thành.
695fce3997fdc5f42bd4b762,694fb816aedc69db48c7160a,91/2015/QH13,1,Đại diện theo ủy quyền chấm dứt trong trường hợp thời hạn ủy quyền đã hết.
695fce3997fdc5f42bd4b763,694fb816aedc69db48c7160b,91/2015/QH13,1,Đại diện theo ủy quyền chấm dứt trong trường hợp công việc được ủy quyền đã hoàn thành.
695fce3997fdc5f42bd4b792,694fb816aedc69db48c7163a,91/2015/QH13,1,Trường hợp các bên có thỏa thuận về thời hạn là một năm thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b793,694fb816aedc69db48c7163a,91/2015/QH13,2,Trường hợp các bên có thỏa thuận về thời hạn là nửa năm thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b794,694fb816aedc69db48c7163a,91/2015/QH13,3,Trường hợp các bên có thỏa thuận về thời hạn là một tháng thì thời hạn đó được tính như ba mươi ngày.
695fce3997fdc5f42bd4b795,694fb816aedc69db48c7163a,91/2015/QH13,4,Trường hợp các bên có thỏa thuận về thời hạn là nửa tháng thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b796,694fb816aedc69db48c7163a,91/2015/QH13,5,Trường hợp các bên có thỏa thuận về thời hạn là một tuần thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b797,694fb816aedc69db48c7163a,91/2015/QH13,6,Trường hợp các bên có thỏa thuận về thời hạn là một ngày thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b798,694fb816aedc69db48c7163a,91/2015/QH13,7,Trường hợp các bên có thỏa thuận về thời hạn là một giờ thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b799,694fb816aedc69db48c7163a,91/2015/QH13,8,Trường hợp các bên có thỏa thuận về thời hạn là một phút thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b79a,694fb816aedc69db48c7163a,91/2015/QH13,9,Khoảng thời gian diễn ra không liền nhau thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b79b,694fb816aedc69db48c7163b,91/2015/QH13,1,Trường hợp các bên có thỏa thuận về thời hạn là một năm thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b79c,694fb816aedc69db48c7163b,91/2015/QH13,2,Trường hợp các bên có thỏa thuận về thời hạn là nửa năm thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b79d,694fb816aedc69db48c7163b,91/2015/QH13,3,Trường hợp các bên có thỏa thuận về thời hạn là một tháng thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b79e,694fb816aedc69db48c7163b,91/2015/QH13,4,Trường hợp các bên có thỏa thuận về thời hạn là nửa tháng thì thời hạn đó được tính là mười lăm ngày.
695fce3997fdc5f42bd4b79f,694fb816aedc69db48c7163b,91/2015/QH13,5,Trường hợp các bên có thỏa thuận về thời hạn là một tuần thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b7a0,694fb816aedc69db48c7163b,91/2015/QH13,6,Trường hợp các bên có thỏa thuận về thời hạn là một ngày thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b7a1,694fb816aedc69db48c7163b,91/2015/QH13,7,Trường hợp các bên có thỏa thuận về thời hạn là một giờ thì thời hạn đó được tính như quy định.
695fce3997fdc5f42bd4b7a2,694fb816aedc69db48c7163b,91/2015/QH13,8,Trường hợp các bên có thỏa thuận về thời hạn là một phút thì thời hạn đó được tính như quy định.
